"Date","Dernier","Ouv."," Plus Haut","Plus Bas","Vol.","Variation %"
"27/03/2024","355,00","357,25","357,25","352,50","0,39K","-0,70%"
"26/03/2024","357,50","362,50","362,50","357,00","0,30K","-1,04%"
"25/03/2024","361,25","360,50","362,75","359,25","0,24K","0,84%"
"22/03/2024","358,25","354,00","358,75","353,25","0,52K","1,34%"
"21/03/2024","353,50","354,00","359,00","352,50","0,44K","0,07%"
"20/03/2024","353,25","359,00","360,75","352,75","0,66K","-0,91%"
"19/03/2024","356,50","360,00","362,50","356,25","0,40K","-0,56%"
"18/03/2024","358,50","366,25","366,50","358,00","0,42K","-1,98%"
"15/03/2024","365,75","368,25","372,25","363,75","0,24K","-5,00%"
"14/03/2024","385,00","385,00","385,00","385,00","0,00K","1,32%"
"13/03/2024","380,00","362,00","366,75","362,00","0,04K","0,07%"
"12/03/2024","379,75","363,00","364,25","360,00","0,05K","0,53%"
"11/03/2024","377,75","359,50","363,50","357,25","0,02K","2,16%"
"08/03/2024","369,75","369,75","369,75","369,75","","1,09%"
"07/03/2024","365,75","365,75","365,75","365,75","","0,62%"
"06/03/2024","363,50","363,50","363,50","363,50","","-1,36%"
"05/03/2024","368,50","368,50","368,50","368,50","","-1,73%"
"04/03/2024","375,00","365,00","366,00","362,50","0,00K","-0,86%"
"01/03/2024","378,25","384,75","385,00","384,75","0,02K","0,20%"
"29/02/2024","377,50","365,25","372,00","365,00","0,01K","0,67%"
"28/02/2024","375,00","370,00","379,75","370,00","0,10K","0,54%"
"27/02/2024","373,00","377,75","380,00","371,50","0,19K","-0,53%"
"26/02/2024","375,00","365,00","378,75","365,00","0,48K","2,88%"
"23/02/2024","364,50","363,00","367,75","359,75","0,44K","0,41%"
"22/02/2024","363,00","369,50","376,75","362,50","0,33K","-1,96%"
"21/02/2024","370,25","379,00","379,75","367,75","0,46K","-2,57%"
"20/02/2024","380,00","386,25","386,25","376,75","0,69K","-0,85%"
"16/02/2024","383,25","380,25","389,50","379,50","0,65K","0,26%"
"15/02/2024","382,25","377,50","384,75","377,25","0,22K","0,07%"
"14/02/2024","382,00","383,25","383,25","374,25","0,23K","0,07%"
"13/02/2024","381,75","379,75","384,00","378,25","0,22K","0,93%"
"12/02/2024","378,25","379,75","383,50","373,50","0,25K","0,80%"
"09/02/2024","375,25","376,25","380,75","375,00","0,19K","-0,92%"
"08/02/2024","378,75","381,00","384,25","372,00","0,43K","-0,98%"
"07/02/2024","382,50","377,25","383,50","375,50","0,46K","1,19%"
"06/02/2024","378,00","366,75","381,00","366,25","0,41K","2,86%"
"05/02/2024","367,50","371,50","374,00","365,00","0,37K","-1,14%"
"02/02/2024","371,75","384,00","384,00","369,00","0,39K","-3,25%"
"01/02/2024","384,25","380,00","385,00","372,75","0,54K","0,46%"
"31/01/2024","382,50","377,00","384,50","374,75","0,73K","1,46%"
"30/01/2024","377,00","367,00","380,00","362,75","0,62K","3,22%"
"29/01/2024","365,25","364,50","368,75","361,00","0,23K","0,41%"
"26/01/2024","363,75","363,50","368,25","360,50","0,28K","-0,21%"
"25/01/2024","364,50","368,00","370,25","359,75","0,20K","-0,34%"
"24/01/2024","365,75","370,75","371,00","363,00","0,32K","-1,22%"
"23/01/2024","370,25","376,00","379,00","365,75","0,27K","-2,18%"
"22/01/2024","378,50","379,75","385,00","375,75","0,44K","-0,33%"
"19/01/2024","379,75","367,00","384,00","365,25","0,50K","3,54%"
"18/01/2024","366,75","355,25","372,00","350,00","0,46K","3,75%"
"17/01/2024","353,50","353,25","360,75","350,00","0,38K","0,28%"
"16/01/2024","352,50","371,25","372,75","352,00","0,76K","-4,41%"
"12/01/2024","368,75","381,75","385,75","368,00","0,25K","-3,85%"
"11/01/2024","383,50","382,25","393,00","376,00","0,49K","-0,52%"
"10/01/2024","385,50","379,50","389,00","375,50","0,57K","1,58%"
"09/01/2024","379,50","362,50","382,00","362,50","0,66K","5,12%"
"08/01/2024","361,00","357,00","362,75","352,75","0,29K","2,27%"
"05/01/2024","353,00","364,50","367,50","351,25","0,41K","-3,29%"
"04/01/2024","365,00","368,00","380,00","361,75","0,33K","-0,75%"
"03/01/2024","367,75","375,00","376,25","363,50","0,33K","-2,13%"
"02/01/2024","375,75","386,00","386,00","370,75","0,63K","-2,59%"
"29/12/2023","385,75","386,00","389,00","378,25","0,38K","-0,39%"
"28/12/2023","387,25","375,75","390,00","375,00","0,44K","3,75%"
"27/12/2023","373,25","369,00","375,50","368,00","0,14K","1,36%"
"26/12/2023","368,25","362,25","369,25","360,25","0,15K","2,43%"
"22/12/2023","359,50","364,00","368,00","358,25","0,15K","-1,10%"
"21/12/2023","363,50","375,00","379,25","361,50","0,26K","-4,03%"
"20/12/2023","378,75","385,75","385,75","373,25","0,20K","-1,69%"
"19/12/2023","385,25","383,75","388,00","381,00","0,28K","0,46%"
"18/12/2023","383,50","375,50","384,00","373,75","0,37K","2,13%"
"15/12/2023","375,50","372,75","377,00","362,50","0,37K","2,95%"
"14/12/2023","364,75","360,00","370,75","355,75","0,02K","0,00%"
"13/12/2023","364,75","347,25","357,25","343,75","0,04K","2,96%"
"12/12/2023","354,25","353,00","355,75","346,00","0,04K","-0,56%"
"11/12/2023","356,25","355,00","355,00","346,50","0,01K","-2,66%"
"08/12/2023","366,00","384,00","384,00","384,00","0,00K","-1,61%"
"07/12/2023","372,00","373,75","373,75","373,75","0,01K","-2,75%"
"06/12/2023","382,50","400,75","400,75","400,75","0,00K","-4,91%"
"05/12/2023","402,25","393,10","397,60","383,10","","-0,80%"
"04/12/2023","405,50","400,00","400,00","400,00","0,01K","2,72%"
"01/12/2023","394,75","375,30","387,20","374,50","0,00K","5,55%"
"30/11/2023","374,00","368,00","377,00","368,00","0,10K","3,96%"
"29/11/2023","359,75","358,25","360,00","349,50","0,16K","0,35%"
"28/11/2023","358,50","363,00","374,50","350,25","0,69K","-1,85%"
"27/11/2023","365,25","367,75","380,50","364,50","0,31K","-2,08%"
"24/11/2023","373,00","370,00","375,00","369,75","0,10K","0,95%"
"22/11/2023","369,50","358,00","373,75","355,00","0,30K","3,21%"
"21/11/2023","358,00","350,00","358,50","345,25","0,26K","3,10%"
"20/11/2023","347,25","346,50","348,50","337,25","0,29K","0,65%"
"17/11/2023","345,00","352,50","354,75","344,00","0,34K","-1,78%"
"16/11/2023","351,25","352,25","353,50","343,50","0,39K","-0,14%"
"15/11/2023","351,75","358,75","358,75","347,75","0,23K","-1,26%"
"14/11/2023","356,25","358,25","363,75","353,50","0,21K","0,00%"
"13/11/2023","356,25","348,50","359,00","348,50","0,41K","2,74%"
"10/11/2023","346,75","334,00","354,50","325,00","0,35K","4,13%"
"09/11/2023","333,00","342,00","345,25","331,50","0,31K","-2,56%"
"08/11/2023","341,75","351,50","362,75","333,00","0,52K","-2,91%"
"07/11/2023","352,00","366,00","366,75","350,75","0,72K","-4,41%"
"06/11/2023","368,25","372,00","375,00","359,00","0,45K","-1,01%"
"03/11/2023","372,00","377,00","382,00","370,25","0,29K","-1,20%"
"02/11/2023","376,50","383,50","383,50","373,75","0,23K","-0,79%"
"01/11/2023","379,50","388,00","389,75","373,00","0,90K","-2,50%"
"31/10/2023","389,25","403,00","403,25","382,25","0,55K","-3,59%"
"30/10/2023","403,75","399,00","406,75","399,00","0,42K","0,37%"
"27/10/2023","402,25","395,75","402,50","393,25","0,45K","1,26%"
"26/10/2023","397,25","394,50","398,00","387,25","0,42K","1,02%"
"25/10/2023","393,25","389,00","394,50","383,75","0,38K","0,90%"
"24/10/2023","389,75","383,25","392,50","379,50","0,30K","1,10%"
"23/10/2023","385,50","385,25","388,50","376,25","0,56K","0,78%"
"20/10/2023","382,50","376,25","389,00","375,75","0,43K","2,07%"
"19/10/2023","374,75","373,75","377,75","369,00","0,51K","1,01%"
"18/10/2023","371,00","382,50","382,50","370,50","0,41K","-0,87%"
"17/10/2023","374,25","384,00","394,75","370,25","0,54K","-1,96%"
"16/10/2023","381,75","383,25","389,25","381,25","0,45K","-0,39%"
"13/10/2023","383,25","384,75","388,25","373,00","0,65K","-0,07%"
"12/10/2023","383,50","395,75","402,75","383,00","0,83K","-3,10%"
"11/10/2023","395,75","409,25","410,75","395,50","0,63K","-3,30%"
"10/10/2023","409,25","420,00","420,50","409,00","0,43K","-2,68%"
"09/10/2023","420,50","425,25","427,75","418,00","0,23K","-0,77%"
"06/10/2023","423,75","432,50","433,25","423,25","0,27K","-2,08%"
"05/10/2023","432,75","429,00","438,50","429,00","0,49K","0,87%"
"04/10/2023","429,00","434,00","442,50","426,25","0,29K","-1,72%"
"03/10/2023","436,50","432,00","440,00","426,25","0,56K","0,46%"
"02/10/2023","434,50","428,25","444,25","423,25","0,47K","0,46%"
"29/09/2023","432,50","446,50","456,50","425,50","0,73K","-2,70%"
"28/09/2023","444,50","440,50","448,50","438,75","0,29K","1,66%"
"27/09/2023","437,25","434,00","441,75","430,00","0,18K","0,98%"
"26/09/2023","433,00","436,25","445,50","430,25","0,29K","-0,12%"
"25/09/2023","433,50","428,75","436,00","423,50","0,35K","2,06%"
"22/09/2023","424,75","419,50","427,75","417,75","0,63K","1,37%"
"21/09/2023","419,00","436,00","436,25","418,25","0,50K","-3,90%"
"20/09/2023","436,00","437,00","443,00","425,25","0,57K","0,29%"
"19/09/2023","434,75","449,00","458,75","431,00","1,08K","-4,24%"
"18/09/2023","454,00","484,75","485,00","454,00","0,90K","-5,22%"
"15/09/2023","479,00","482,50","484,00","475,00","0,22K","3,90%"
"14/09/2023","461,00","502,50","502,50","484,25","0,03K","-1,71%"
"13/09/2023","469,00","510,00","510,25","510,00","0,01K","-0,64%"
"12/09/2023","472,00","509,50","509,50","507,75","0,01K","0,43%"
"11/09/2023","470,00","476,25","476,25","476,25","0,00K","-1,52%"
"08/09/2023","477,25","504,25","515,00","504,00","0,02K","1,01%"
"07/09/2023","472,50","507,25","507,25","504,50","0,02K","-0,53%"
"06/09/2023","475,00","500,25","508,50","500,25","0,01K","2,21%"
"05/09/2023","464,75","498,00","501,25","494,00","0,00K","0,27%"
"01/09/2023","463,50","508,50","508,50","495,50","0,05K","-1,28%"
"31/08/2023","469,50","515,25","521,75","513,00","0,18K","-1,11%"
"30/08/2023","474,75","491,25","496,25","488,75","0,21K","-3,31%"
"29/08/2023","491,00","478,75","494,50","478,75","0,17K","1,76%"
"28/08/2023","482,50","480,50","484,75","480,50","0,25K","0,89%"
"25/08/2023","478,25","467,75","478,50","460,75","0,06K","2,63%"
"24/08/2023","466,00","441,75","469,50","441,50","0,29K","4,84%"
"23/08/2023","444,50","438,00","443,00","433,75","0,52K","0,74%"
"22/08/2023","441,25","442,00","447,00","438,50","0,14K","0,06%"
"21/08/2023","441,00","436,50","444,25","435,75","0,07K","0,57%"
"18/08/2023","438,50","442,25","442,50","435,00","0,10K","0,17%"
"17/08/2023","437,75","435,25","439,25","423,50","0,30K","-0,68%"
"16/08/2023","440,75","431,75","443,00","431,75","0,07K","2,62%"
"15/08/2023","429,50","425,00","431,25","425,00","0,05K","0,59%"
"14/08/2023","427,00","413,25","431,00","413,25","0,02K","1,91%"
"11/08/2023","419,00","417,00","424,00","415,25","0,17K","0,78%"
"10/08/2023","415,75","411,75","424,50","411,75","0,19K","0,30%"
"09/08/2023","414,50","415,25","416,50","405,50","0,22K","0,91%"
"08/08/2023","410,75","408,50","413,25","400,00","0,18K","0,86%"
"07/08/2023","407,25","423,00","427,00","403,75","0,10K","-2,98%"
"04/08/2023","419,75","426,75","434,75","414,75","0,06K","-1,12%"
"03/08/2023","424,50","430,50","438,00","418,75","0,09K","-2,25%"
"02/08/2023","434,25","434,75","441,50","434,25","0,12K","-0,29%"
"01/08/2023","435,50","435,25","440,75","426,50","0,26K","-0,17%"
"31/07/2023","436,25","422,00","438,00","413,00","0,20K","2,71%"
"28/07/2023","424,75","421,25","428,25","412,00","0,17K","-0,18%"
"27/07/2023","425,50","425,00","439,00","422,75","0,28K","-0,35%"
"26/07/2023","427,00","437,00","437,75","425,00","0,13K","-2,73%"
"25/07/2023","439,00","452,25","452,25","434,00","0,37K","-2,50%"
"24/07/2023","450,25","442,50","453,00","439,00","0,41K","2,68%"
"21/07/2023","438,50","443,75","444,00","424,75","0,12K","-1,18%"
"20/07/2023","443,75","445,75","450,00","437,25","0,13K","0,91%"
"19/07/2023","439,75","433,75","453,00","429,00","0,22K","1,91%"
"18/07/2023","431,50","407,00","431,50","400,75","0,14K","6,15%"
"17/07/2023","406,50","403,75","414,00","401,00","0,05K","3,96%"
"14/07/2023","391,00","422,25","427,50","413,25","0,41K","-0,95%"
"13/07/2023","394,75","418,00","428,00","410,00","0,40K","0,00%"
"12/07/2023","394,75","440,00","442,00","414,75","0,45K","-4,82%"
"11/07/2023","414,75","415,00","415,25","415,00","0,01K","0,18%"
"10/07/2023","414,00","414,50","415,25","414,50","0,01K","1,91%"
"07/07/2023","406,25","414,00","416,75","414,00","0,00K","-2,52%"
"06/07/2023","416,75","429,25","429,25","425,25","0,00K","3,54%"
"05/07/2023","402,50","417,75","430,00","411,00","0,40K","6,13%"
"03/07/2023","379,25","407,50","412,75","405,25","0,02K","0,53%"
"30/06/2023","377,25","378,00","380,00","374,50","0,21K","2,58%"
"29/06/2023","367,75","377,75","383,50","367,00","0,36K","-2,45%"
"28/06/2023","377,00","381,50","393,00","376,50","0,58K","-2,08%"
"27/06/2023","385,00","394,75","394,75","380,75","0,32K","-1,60%"
"26/06/2023","391,25","382,00","402,00","380,00","0,41K","1,49%"
"23/06/2023","385,50","397,00","398,75","380,50","0,31K","-2,90%"
"22/06/2023","397,00","401,00","407,75","392,75","0,34K","-0,19%"
"21/06/2023","397,75","397,50","403,00","389,25","0,45K","0,19%"
"20/06/2023","397,00","404,75","406,00","392,50","0,60K","-1,85%"
"16/06/2023","404,50","405,50","409,00","401,25","0,61K","0,31%"
"15/06/2023","403,25","390,25","407,50","386,25","0,43K","3,60%"
"14/06/2023","389,25","379,00","392,50","372,50","0,57K","3,25%"
"13/06/2023","377,00","365,75","380,25","365,75","0,64K","3,01%"
"12/06/2023","366,00","355,00","367,25","351,50","0,37K","2,09%"
"09/06/2023","358,50","361,75","368,00","353,50","0,52K","0,63%"
"08/06/2023","356,25","344,00","361,25","338,50","0,62K","3,49%"
"07/06/2023","344,25","342,75","347,00","336,50","0,51K","-0,72%"
"06/06/2023","346,75","343,00","347,00","340,25","0,31K","1,09%"
"05/06/2023","343,00","336,75","344,50","335,75","0,28K","1,63%"
"02/06/2023","337,50","338,75","338,75","330,00","0,38K","-0,44%"
"01/06/2023","339,00","339,50","344,00","337,75","0,38K","0,00%"
"31/05/2023","339,00","340,25","345,25","334,25","0,47K","-2,02%"
"30/05/2023","346,00","343,50","346,25","339,50","0,40K","0,73%"
"26/05/2023","343,50","338,25","345,25","338,25","0,41K","2,23%"
"25/05/2023","336,00","328,25","342,50","327,50","0,47K","1,90%"
"24/05/2023","329,75","322,00","331,00","322,00","0,28K","2,57%"
"23/05/2023","321,50","316,00","326,25","312,00","0,67K","2,23%"
"22/05/2023","314,50","321,75","331,25","313,25","0,62K","-2,40%"
"19/05/2023","322,25","335,00","340,00","320,00","0,34K","-4,59%"
"18/05/2023","337,75","342,50","343,00","331,00","0,31K","-1,53%"
"17/05/2023","343,00","339,00","347,00","333,25","0,48K","-0,58%"
"16/05/2023","345,00","340,25","347,25","338,50","0,61K","1,25%"
"15/05/2023","340,75","336,25","344,00","333,50","0,37K","3,81%"
"12/05/2023","328,25","340,50","340,50","334,75","0,06K","0,00%"
"11/05/2023","328,25","328,25","336,75","328,00","0,02K","-1,06%"
"10/05/2023","331,75","340,25","341,00","340,25","0,04K","0,84%"
"09/05/2023","329,00","337,00","340,25","336,50","0,03K","-0,45%"
"08/05/2023","330,50","335,75","342,00","334,75","0,11K","3,36%"
"05/05/2023","319,75","320,00","320,00","320,00","0,00K","2,57%"
"04/05/2023","311,75","319,75","324,00","319,00","0,00K","4,18%"
"03/05/2023","299,25","294,00","294,00","294,00","0,03K","2,66%"
"02/05/2023","291,50","297,25","297,50","297,25","0,00K","-1,10%"
"01/05/2023","294,75","303,50","304,50","303,50","0,00K","-2,40%"
"28/04/2023","302,00","300,00","300,00","300,00","0,03K","-1,39%"
"27/04/2023","306,25","322,00","322,00","305,00","0,31K","-5,04%"
"26/04/2023","322,50","331,00","331,00","322,00","0,41K","-2,35%"
"25/04/2023","330,25","325,00","332,75","319,75","0,51K","0,46%"
"24/04/2023","328,75","332,50","333,50","328,00","0,37K","-1,42%"
"21/04/2023","333,50","343,00","343,00","329,75","0,31K","-2,63%"
"20/04/2023","342,50","347,50","347,50","341,00","0,52K","-1,37%"
"19/04/2023","347,25","347,00","352,75","344,50","0,31K","-0,07%"
"18/04/2023","347,50","343,25","349,00","339,00","0,26K","1,61%"
"17/04/2023","342,00","338,00","343,00","337,50","0,17K","1,79%"
"14/04/2023","336,00","333,75","338,75","333,75","0,21K","1,13%"
"13/04/2023","332,25","334,75","338,75","331,75","0,32K","-1,04%"
"12/04/2023","335,75","340,00","340,00","334,50","0,18K","-1,32%"
"11/04/2023","340,25","341,50","343,75","339,00","0,33K","-0,07%"
"10/04/2023","340,50","339,25","348,25","337,75","0,27K","0,07%"
"07/04/2023","340,25","340,25","340,25","340,25","","0,00%"
"06/04/2023","340,25","341,00","344,50","334,25","0,37K","0,67%"
"05/04/2023","338,00","340,25","348,75","338,00","0,46K","-0,88%"
"04/04/2023","341,00","350,00","353,00","336,00","0,76K","-2,08%"
"03/04/2023","348,25","364,50","368,75","348,25","0,60K","-4,39%"
"31/03/2023","364,25","371,00","373,50","361,00","0,54K","-2,28%"
"30/03/2023","372,75","374,50","378,00","370,25","0,41K","-0,86%"
"29/03/2023","376,00","379,25","385,75","374,00","0,57K","-0,86%"
"28/03/2023","379,25","378,00","380,00","372,75","0,56K","0,53%"
"27/03/2023","377,25","367,25","379,25","366,00","0,49K","2,37%"
"24/03/2023","368,50","360,00","369,50","359,75","0,31K","1,94%"
"23/03/2023","361,50","357,50","368,75","356,75","0,56K","-0,28%"
"22/03/2023","362,50","356,50","367,00","355,50","0,38K","0,97%"
"21/03/2023","359,00","356,50","362,50","356,50","0,43K","0,91%"
"20/03/2023","355,75","345,75","361,75","345,25","0,43K","2,23%"
"17/03/2023","348,00","347,25","349,00","346,00","0,08K","0,43%"
"16/03/2023","346,50","347,25","349,25","343,25","0,17K","-0,29%"
"15/03/2023","347,50","349,00","352,00","343,25","0,20K","2,13%"
"14/03/2023","340,25","348,30","350,90","345,90","0,00K","-1,59%"
"13/03/2023","345,75","349,75","349,75","349,75","0,01K","0,80%"
"10/03/2023","343,00","343,00","349,25","342,00","0,03K","-0,51%"
"09/03/2023","344,75","348,25","352,00","347,00","0,06K","-0,14%"
"08/03/2023","345,25","343,50","350,00","342,50","0,11K","2,22%"
"07/03/2023","337,75","327,00","343,75","323,50","0,05K","5,14%"
"06/03/2023","321,25","332,75","332,75","326,75","0,06K","-4,53%"
"03/03/2023","336,50","338,00","338,00","331,50","","-0,52%"
"02/03/2023","338,25","340,00","340,00","335,75","0,03K","-4,18%"
"01/03/2023","353,00","339,00","339,00","339,00","0,00K","4,44%"
"28/02/2023","338,00","345,50","345,50","339,00","0,12K","-1,67%"
"27/02/2023","343,75","345,50","346,00","344,25","0,08K","-9,30%"
"24/02/2023","379,00","372,75","389,00","370,75","0,16K","2,09%"
"23/02/2023","371,25","365,00","372,75","360,50","0,31K","1,92%"
"22/02/2023","364,25","362,00","367,50","356,50","0,24K","0,00%"
"21/02/2023","364,25","363,75","369,25","360,25","0,32K","0,14%"
"17/02/2023","363,75","364,50","375,25","361,00","0,20K","0,21%"
"16/02/2023","363,00","356,50","364,50","348,25","0,36K","1,68%"
"15/02/2023","357,00","368,50","368,50","355,00","0,30K","-2,39%"
"14/02/2023","365,75","370,00","371,00","364,25","0,38K","-2,01%"
"13/02/2023","373,25","376,50","376,50","370,00","0,15K","-0,93%"
"10/02/2023","376,75","382,50","382,50","368,00","0,32K","-1,12%"
"09/02/2023","381,00","383,00","388,50","378,25","0,36K","-1,42%"
"08/02/2023","386,50","382,75","389,00","381,00","0,17K","0,45%"
"07/02/2023","384,75","386,00","392,50","382,00","0,18K","0,26%"
"06/02/2023","383,75","384,00","388,00","380,50","0,21K","0,07%"
"03/02/2023","383,50","392,25","392,75","378,75","0,24K","-1,48%"
"02/02/2023","389,25","393,25","394,75","385,50","0,27K","-0,95%"
"01/02/2023","393,00","393,25","398,75","385,00","0,54K","-0,25%"
"31/01/2023","394,00","392,25","396,25","391,75","0,61K","0,64%"
"30/01/2023","391,50","387,75","396,00","387,75","0,41K","0,84%"
"27/01/2023","388,25","387,25","390,25","384,75","0,38K","0,52%"
"26/01/2023","386,25","377,00","386,75","367,75","0,34K","2,18%"
"25/01/2023","378,00","375,25","386,00","373,00","0,48K","0,80%"
"24/01/2023","375,00","370,25","375,75","368,50","0,36K","1,15%"
"23/01/2023","370,75","369,75","372,00","360,75","0,23K","-0,07%"
"20/01/2023","371,00","365,50","372,00","365,25","0,15K","0,75%"
"19/01/2023","368,25","368,00","373,00","362,00","0,19K","-0,61%"
"18/01/2023","370,50","369,00","374,75","365,50","0,43K","-0,27%"
"17/01/2023","371,50","362,00","372,25","361,50","0,35K","2,06%"
"13/01/2023","364,00","358,75","367,75","358,00","0,32K","0,76%"
"12/01/2023","361,25","350,00","362,25","350,00","0,28K","3,44%"
"11/01/2023","349,25","343,25","351,25","340,00","0,19K","2,42%"
"10/01/2023","341,00","340,50","345,75","334,50","0,27K","0,59%"
"09/01/2023","339,00","345,00","348,75","336,25","0,32K","-1,53%"
"06/01/2023","344,25","349,00","353,75","340,00","0,31K","-0,43%"
"05/01/2023","345,75","357,50","361,25","345,00","0,37K","-3,35%"
"04/01/2023","357,75","364,00","364,75","354,25","0,51K","-1,58%"
"03/01/2023","363,50","366,00","367,50","360,00","0,36K","-1,02%"
"30/12/2022","367,25","369,50","372,50","365,25","0,17K","-0,74%"
"29/12/2022","370,00","375,00","375,00","362,75","0,34K","-1,73%"
"28/12/2022","376,50","368,25","377,25","368,25","0,35K","1,62%"
"27/12/2022","370,50","364,50","377,50","364,50","0,56K","1,93%"
"23/12/2022","363,50","354,25","367,00","351,00","0,38K","2,54%"
"22/12/2022","354,50","345,75","355,75","343,50","0,36K","2,38%"
"21/12/2022","346,25","338,25","350,00","338,00","0,25K","2,90%"
"20/12/2022","336,50","331,75","339,25","330,00","0,20K","0,98%"
"19/12/2022","333,25","337,25","337,50","329,75","0,28K","-1,55%"
"16/12/2022","338,50","341,00","342,00","334,25","0,27K","-0,73%"
"15/12/2022","341,00","341,25","343,25","338,00","0,24K","-16,83%"
"14/12/2022","410,00","410,00","410,00","410,00","0,03K","13,49%"
"13/12/2022","361,25","339,50","339,50","339,50","0,00K","0,00%"
"12/12/2022","361,25","334,75","341,25","333,75","0,02K","1,90%"
"09/12/2022","354,50","371,50","371,50","371,50","0,00K","6,30%"
"08/12/2022","333,50","327,50","330,25","326,00","0,07K","-0,82%"
"07/12/2022","336,25","334,25","340,00","328,75","0,04K","-1,25%"
"06/12/2022","340,50","355,00","355,50","353,75","0,00K","0,37%"
"05/12/2022","339,25","359,50","359,50","334,25","0,09K","-6,09%"
"02/12/2022","361,25","377,50","377,50","360,00","0,00K","-4,62%"
"01/12/2022","378,75","379,50","379,50","378,00","0,04K","-3,75%"
"30/11/2022","393,50","390,00","390,00","389,00","0,03K","0,38%"
"29/11/2022","392,00","389,75","392,50","382,00","0,53K","1,16%"
"28/11/2022","387,50","390,25","394,00","386,00","0,56K","-0,70%"
"25/11/2022","390,25","394,00","396,75","390,25","0,15K","-1,14%"
"23/11/2022","394,75","400,00","400,00","391,50","0,33K","-1,25%"
"22/11/2022","399,75","399,25","402,75","395,50","0,33K","0,25%"
"21/11/2022","398,75","395,00","399,25","391,75","0,33K","0,63%"
"18/11/2022","396,25","395,50","398,25","390,25","0,24K","0,44%"
"17/11/2022","394,50","397,00","397,50","390,25","0,18K","-0,25%"
"16/11/2022","395,50","397,00","400,00","387,50","0,31K","-0,63%"
"15/11/2022","398,00","394,00","399,25","389,75","0,66K","0,95%"
"14/11/2022","394,25","388,00","394,75","386,00","0,12K","1,87%"
"11/11/2022","387,00","379,00","387,50","377,75","0,14K","2,31%"
"10/11/2022","378,25","385,25","388,00","376,50","0,08K","-0,59%"
"09/11/2022","380,50","388,00","388,00","376,25","0,10K","-0,07%"
"08/11/2022","380,75","383,25","385,50","375,75","0,20K","-1,17%"
"07/11/2022","385,25","388,50","390,00","380,00","0,49K","-1,41%"
"04/11/2022","390,75","387,00","395,50","385,25","0,20K","1,63%"
"03/11/2022","384,50","387,00","391,25","380,00","0,32K","-1,66%"
"02/11/2022","391,00","399,50","400,50","376,75","0,40K","-2,13%"
"01/11/2022","399,50","390,75","400,00","386,00","0,56K","2,70%"
"31/10/2022","389,00","375,75","392,75","375,75","0,78K","6,14%"
"28/10/2022","366,50","360,00","368,00","352,25","0,32K","2,23%"
"27/10/2022","358,50","360,50","362,50","350,75","0,22K","0,56%"
"26/10/2022","356,50","356,50","360,00","347,25","0,35K","-0,28%"
"25/10/2022","357,50","366,75","366,75","338,50","0,59K","-1,31%"
"24/10/2022","362,25","380,50","384,25","355,50","0,66K","-3,72%"
"21/10/2022","376,25","381,25","381,25","371,00","0,33K","0,20%"
"20/10/2022","375,50","374,00","385,25","373,25","0,34K","0,20%"
"19/10/2022","374,75","387,50","392,50","373,00","0,53K","-3,23%"
"18/10/2022","387,25","390,00","393,25","382,75","0,35K","-0,45%"
"17/10/2022","389,00","399,75","402,50","386,25","0,22K","-2,20%"
"14/10/2022","397,75","407,50","408,75","392,00","0,35K","-2,39%"
"13/10/2022","407,50","401,00","410,00","399,50","0,48K","1,24%"
"12/10/2022","402,50","393,75","404,50","393,75","0,38K","2,61%"
"11/10/2022","392,25","386,00","398,75","385,25","0,20K","1,95%"
"10/10/2022","384,75","381,50","394,75","381,25","0,30K","1,52%"
"07/10/2022","379,00","399,75","400,00","377,25","0,34K","-4,53%"
"06/10/2022","397,00","399,00","405,00","391,50","0,21K","-1,37%"
"05/10/2022","402,50","403,50","404,25","396,00","0,14K","-0,25%"
"04/10/2022","403,50","399,00","406,50","398,00","0,22K","0,75%"
"03/10/2022","400,50","388,00","401,75","387,75","0,51K","2,69%"
"30/09/2022","390,00","383,75","400,00","382,00","0,36K","1,89%"
"29/09/2022","382,75","382,50","391,75","380,75","0,18K","1,26%"
"28/09/2022","378,00","374,75","383,50","370,25","0,38K","2,16%"
"27/09/2022","370,00","376,50","387,75","369,00","0,36K","-2,25%"
"26/09/2022","378,50","398,75","399,00","376,50","0,43K","-4,18%"
"23/09/2022","395,00","417,50","417,50","392,25","0,43K","-5,28%"
"22/09/2022","417,00","418,00","419,75","411,00","0,34K","-0,18%"
"21/09/2022","417,75","415,00","420,00","410,25","0,28K","1,09%"
"20/09/2022","413,25","401,25","417,00","401,25","0,33K","2,73%"
"19/09/2022","402,25","396,25","406,00","396,25","0,21K","1,58%"
"16/09/2022","396,00","397,50","399,75","390,50","0,17K","0,44%"
"15/09/2022","394,25","402,50","404,25","384,00","0,27K","-5,29%"
"14/09/2022","416,25","404,50","411,25","403,00","0,01K","-0,06%"
"13/09/2022","416,50","411,50","411,50","397,25","0,03K","0,97%"
"12/09/2022","412,50","396,50","410,25","396,50","0,06K","1,16%"
"09/09/2022","407,75","404,50","404,50","404,50","0,00K","7,30%"
"08/09/2022","380,00","391,75","391,75","379,00","0,05K","-0,26%"
"07/09/2022","381,00","392,75","397,25","381,25","0,02K","-1,93%"
"06/09/2022","388,50","399,75","400,00","383,50","0,03K","-1,46%"
"02/09/2022","394,25","379,00","391,25","372,50","0,04K","2,14%"
